Address,USB0::0x2A8D::0x3702::MY61001265::0::INSTR,
Model,EL33133A,
Serial Number:,MY61001265,
Firmware Version,1.2.9-1.0.6-17-114,
Start Time,2025-03-27 15:17:58.557,
Stop Time,2025-03-27 15:51:31.230,
Sample Period (s),0.5,
,,
Time (s) (s),V1 (DCVolt),P1 (Power)
2025-03-27 15:22:24.715,2.845866,2.845442
2025-03-27 15:22:25.234,2.845363,2.845447
2025-03-27 15:22:25.750,2.845142,2.844969
2025-03-27 15:22:26.268,2.845174,2.844654
2025-03-27 15:22:26.786,2.844892,2.844372
2025-03-27 15:22:27.304,2.844306,2.844221
2025-03-27 15:22:27.822,2.844307,2.843966
2025-03-27 15:22:28.340,2.844043,2.843863
2025-03-27 15:22:28.857,2.843975,2.843822
2025-03-27 15:22:29.375,2.843516,2.843365
2025-03-27 15:22:29.893,2.84363,2.842852
2025-03-27 15:22:30.411,2.843406,2.842916
2025-03-27 15:22:30.928,2.842794,2.842356
2025-03-27 15:22:31.446,2.842954,2.842477
2025-03-27 15:22:31.964,2.842814,2.842331
2025-03-27 15:22:32.481,2.842654,2.842237
2025-03-27 15:22:32.999,2.842175,2.842331
2025-03-27 15:22:33.517,2.841735,2.841443
2025-03-27 15:22:34.034,2.842375,2.841496
2025-03-27 15:22:34.553,2.841391,2.841138
2025-03-27 15:22:35.070,2.841426,2.840863
2025-03-27 15:22:35.588,2.841426,2.840863
2025-03-27 15:22:35.588,2.841592,2.841033
2025-03-27 15:22:36.105,2.840661,2.840554
2025-03-27 15:22:36.623,2.840839,2.840319
2025-03-27 15:22:37.141,2.840527,2.840265
2025-03-27 15:22:37.659,2.84073,2.840399
2025-03-27 15:22:38.176,2.840246,2.840121
2025-03-27 15:22:38.694,2.839956,2.840057
2025-03-27 15:22:39.212,2.840005,2.840019
2025-03-27 15:22:39.730,2.839965,2.839367
2025-03-27 15:22:40.248,2.839681,2.839687
2025-03-27 15:22:40.765,2.839667,2.838741
2025-03-27 15:22:41.283,2.839395,2.838969
2025-03-27 15:22:41.800,2.838823,2.838728
2025-03-27 15:22:42.318,2.838535,2.838294
2025-03-27 15:22:42.836,2.838192,2.838318
2025-03-27 15:22:43.354,2.838046,2.838003
2025-03-27 15:22:43.871,2.838124,2.837761
2025-03-27 15:22:44.389,2.837942,2.837397
2025-03-27 15:22:44.907,2.837987,2.837995
2025-03-27 15:22:45.425,2.837656,2.837141
2025-03-27 15:22:45.942,2.837363,2.836765
2025-03-27 15:22:46.460,2.837056,2.836505
2025-03-27 15:22:46.978,2.836907,2.83673
2025-03-27 15:22:47.495,2.836992,2.836501
2025-03-27 15:22:48.014,2.836824,2.836395
2025-03-27 15:22:48.531,2.836409,2.836206
2025-03-27 15:22:49.048,2.836353,2.83593
2025-03-27 15:22:49.566,2.835793,2.83566
2025-03-27 15:22:50.084,2.835793,2.83566
2025-03-27 15:22:50.084,2.836,2.836282
2025-03-27 15:22:50.602,2.835684,2.835848
2025-03-27 15:22:51.119,2.835167,2.835396
2025-03-27 15:22:51.638,2.835273,2.83494
2025-03-27 15:22:52.157,2.834887,2.834915
2025-03-27 15:22:52.673,2.834603,2.834064
2025-03-27 15:22:53.192,2.834624,2.834374
2025-03-27 15:22:53.709,2.834347,2.834023
2025-03-27 15:22:54.226,2.834203,2.833896
2025-03-27 15:22:54.744,2.833543,2.83342
2025-03-27 15:22:55.261,2.833687,2.833118
2025-03-27 15:22:55.779,2.833459,2.833555
2025-03-27 15:22:56.297,2.833524,2.833174
2025-03-27 15:22:56.815,2.833144,2.833113
2025-03-27 15:22:57.333,2.833356,2.833134
2025-03-27 15:22:57.851,2.832884,2.832616
2025-03-27 15:22:58.369,2.832048,2.832066
2025-03-27 15:22:58.886,2.832079,2.832135
2025-03-27 15:22:59.403,2.83208,2.831972
2025-03-27 15:22:59.922,2.83253,2.832149
2025-03-27 15:23:00.439,2.832505,2.83174
2025-03-27 15:23:00.957,2.8316,2.831307
2025-03-27 15:23:01.474,2.831263,2.831303
2025-03-27 15:23:01.992,2.831206,2.831226
2025-03-27 15:23:02.510,2.831348,2.831028
2025-03-27 15:23:03.027,2.831133,2.830975
2025-03-27 15:23:03.546,2.830759,2.830431
2025-03-27 15:23:04.064,2.830633,2.830482
2025-03-27 15:23:04.580,2.830633,2.830482
2025-03-27 15:23:04.580,2.830486,2.830135
2025-03-27 15:23:05.099,2.830264,2.830106
2025-03-27 15:23:05.617,2.830387,2.830119
2025-03-27 15:23:06.134,2.829829,2.829954
2025-03-27 15:23:06.652,2.829195,2.829445
2025-03-27 15:23:07.169,2.829383,2.82899
2025-03-27 15:23:07.688,2.829535,2.829198
2025-03-27 15:23:08.205,2.829613,2.828922
2025-03-27 15:23:08.723,2.829297,2.828849
2025-03-27 15:23:09.240,2.829249,2.829021
2025-03-27 15:23:09.758,2.828387,2.828522
2025-03-27 15:23:10.275,2.828482,2.828665
2025-03-27 15:23:10.794,2.828277,2.828273
2025-03-27 15:23:11.311,2.828152,2.827772
2025-03-27 15:23:11.829,2.828007,2.827602
2025-03-27 15:23:12.347,2.827911,2.827611
2025-03-27 15:23:12.864,2.827775,2.827644
2025-03-27 15:23:13.383,2.827896,2.827601
2025-03-27 15:23:13.900,2.827287,2.827204
2025-03-27 15:23:14.417,2.827288,2.826962
2025-03-27 15:23:14.935,2.826629,2.826844
2025-03-27 15:23:15.453,2.8266,2.826526
2025-03-27 15:23:15.973,2.826701,2.826033
2025-03-27 15:23:16.488,2.826176,2.825921
2025-03-27 15:23:17.006,2.825818,2.825479
2025-03-27 15:23:17.524,2.825557,2.825701
2025-03-27 15:23:18.042,2.825636,2.825176
2025-03-27 15:23:18.559,2.82539,2.825416
2025-03-27 15:23:19.077,2.82539,2.825416
2025-03-27 15:23:19.077,2.824976,2.824807
2025-03-27 15:23:19.594,2.824779,2.824627
2025-03-27 15:23:20.112,2.824515,2.824552
2025-03-27 15:23:20.630,2.824564,2.824152
2025-03-27 15:23:21.148,2.824453,2.824196
2025-03-27 15:23:21.666,2.824409,2.82411
2025-03-27 15:23:22.183,2.823982,2.823965
2025-03-27 15:23:22.701,2.823976,2.823818
2025-03-27 15:23:23.218,2.823855,2.823201
2025-03-27 15:23:23.736,2.823565,2.823201
2025-03-27 15:23:24.254,2.823508,2.823205
2025-03-27 15:23:24.772,2.823592,2.823235
2025-03-27 15:23:25.290,2.823199,2.822845
2025-03-27 15:23:25.807,2.823019,2.822668
2025-03-27 15:23:26.325,2.822579,2.822923
2025-03-27 15:23:26.843,2.822885,2.822337
2025-03-27 15:23:27.360,2.82236,2.82194
2025-03-27 15:23:27.879,2.822365,2.822252
2025-03-27 15:23:28.396,2.822174,2.822279
2025-03-27 15:23:28.914,2.822111,2.821903
2025-03-27 15:23:29.431,2.822195,2.821562
2025-03-27 15:23:29.949,2.821725,2.82107
2025-03-27 15:23:30.467,2.821124,2.821337
2025-03-27 15:23:30.984,2.820987,2.82074
2025-03-27 15:23:31.502,2.821102,2.820861
2025-03-27 15:23:32.021,2.820681,2.820599
2025-03-27 15:23:32.538,2.820659,2.821012
2025-03-27 15:23:33.056,2.820477,2.820826
2025-03-27 15:23:33.574,2.820477,2.820826
2025-03-27 15:23:33.574,2.820333,2.82005
2025-03-27 15:23:34.091,2.820223,2.820099
2025-03-27 15:23:34.609,2.820008,2.819689
2025-03-27 15:23:35.127,2.819883,2.819559
2025-03-27 15:23:35.644,2.819624,2.819044
2025-03-27 15:23:36.162,2.819469,2.819252
2025-03-27 15:23:36.680,2.819312,2.818768
2025-03-27 15:23:37.197,2.819069,2.818535
2025-03-27 15:23:37.715,2.818558,2.818547
2025-03-27 15:23:38.234,2.818549,2.818272
2025-03-27 15:23:38.751,2.81827,2.81867
2025-03-27 15:23:39.269,2.818307,2.818245
2025-03-27 15:23:39.786,2.81781,2.817978
2025-03-27 15:23:40.305,2.818189,2.817734
2025-03-27 15:23:40.822,2.817953,2.81778
2025-03-27 15:23:41.340,2.817479,2.817589
2025-03-27 15:23:41.858,2.817768,2.817187
2025-03-27 15:23:42.376,2.817335,2.817204
2025-03-27 15:23:42.893,2.817132,2.816739
2025-03-27 15:23:43.411,2.816617,2.816456
2025-03-27 15:23:43.929,2.816592,2.816377
2025-03-27 15:23:44.448,2.816993,2.816211
2025-03-27 15:23:44.964,2.816566,2.815922
2025-03-27 15:23:45.482,2.81602,2.816044
2025-03-27 15:23:45.999,2.816019,2.815983
2025-03-27 15:23:46.517,2.816585,2.81572
2025-03-27 15:23:47.036,2.815895,2.815557
2025-03-27 15:23:47.554,2.815734,2.815379
2025-03-27 15:23:48.071,2.81537,2.814789
2025-03-27 15:23:48.589,2.81537,2.814789
2025-03-27 15:23:48.589,2.815294,2.814661
2025-03-27 15:23:49.107,2.814634,2.814118
2025-03-27 15:23:49.625,2.814922,2.814653
2025-03-27 15:23:50.142,2.814781,2.814877
2025-03-27 15:23:50.660,2.814403,2.814549
2025-03-27 15:23:51.178,2.814367,2.813847
2025-03-27 15:23:51.695,2.813813,2.813661
2025-03-27 15:23:52.214,2.814353,2.813668
2025-03-27 15:23:52.731,2.813476,2.813067
2025-03-27 15:23:53.248,2.813269,2.812766
2025-03-27 15:23:53.766,2.813123,2.812891
2025-03-27 15:23:54.284,2.812851,2.81268
2025-03-27 15:23:54.802,2.812905,2.812354
2025-03-27 15:23:55.319,2.812525,2.812243
2025-03-27 15:23:55.839,2.812218,2.81174
2025-03-27 15:23:56.355,2.811688,2.811659
2025-03-27 15:23:56.873,2.811936,2.81143
2025-03-27 15:23:57.390,2.811153,2.81159
2025-03-27 15:23:57.908,2.811987,2.811404
2025-03-27 15:23:58.426,2.811588,2.810961
2025-03-27 15:23:58.944,2.811113,2.810998
2025-03-27 15:23:59.461,2.810906,2.810786
2025-03-27 15:23:59.979,2.810808,2.810394
2025-03-27 15:24:00.497,2.810861,2.810587
2025-03-27 15:24:01.014,2.810718,2.810286
2025-03-27 15:24:01.532,2.810513,2.809902
2025-03-27 15:24:02.050,2.810427,2.810401
2025-03-27 15:24:02.568,2.809701,2.80951
2025-03-27 15:24:03.085,2.809701,2.80951
2025-03-27 15:24:03.085,2.809731,2.809482
2025-03-27 15:24:03.603,2.809484,2.809464
2025-03-27 15:24:04.121,2.809592,2.809156
2025-03-27 15:24:04.638,2.809255,2.808957
2025-03-27 15:24:05.156,2.80881,2.808875
2025-03-27 15:24:05.673,2.808315,2.808274
2025-03-27 15:24:06.192,2.808214,2.807863
2025-03-27 15:24:06.710,2.808053,2.808237
2025-03-27 15:24:07.227,2.808534,2.808098
2025-03-27 15:24:07.745,2.807864,2.807703
2025-03-27 15:24:08.262,2.808023,2.8074
2025-03-27 15:24:08.780,2.807367,2.80704
2025-03-27 15:24:09.299,2.807679,2.807129
2025-03-27 15:24:09.816,2.80698,2.806911
2025-03-27 15:24:10.334,2.806716,2.806428
2025-03-27 15:24:10.852,2.806326,2.806628
2025-03-27 15:24:11.369,2.806489,2.806093
2025-03-27 15:24:11.886,2.806949,2.806257
2025-03-27 15:24:12.404,2.806572,2.806203
2025-03-27 15:24:12.922,2.806085,2.805589
2025-03-27 15:24:13.440,2.805839,2.805866
2025-03-27 15:24:13.957,2.805987,2.805709
2025-03-27 15:24:14.476,2.806004,2.805549
2025-03-27 15:24:14.993,2.805309,2.80494
2025-03-27 15:24:15.511,2.8053,2.805171
2025-03-27 15:24:16.029,2.804891,2.805024
2025-03-27 15:24:16.546,2.805168,2.804842
2025-03-27 15:24:17.064,2.804849,2.804569
2025-03-27 15:24:17.582,2.804849,2.804569
2025-03-27 15:24:17.582,2.805189,2.804435
2025-03-27 15:24:18.100,2.804239,2.803716
2025-03-27 15:24:18.617,2.803967,2.804147
2025-03-27 15:24:19.135,2.803854,2.803997
2025-03-27 15:24:19.653,2.80345,2.80338
2025-03-27 15:24:20.170,2.803432,2.803322
2025-03-27 15:24:20.688,2.803236,2.80282
2025-03-27 15:24:21.206,2.802791,2.802898
2025-03-27 15:24:21.724,2.802801,2.802512
2025-03-27 15:24:22.241,2.802534,2.802426
2025-03-27 15:24:22.759,2.802796,2.802968
2025-03-27 15:24:23.277,2.802398,2.80207
2025-03-27 15:24:23.795,2.802131,2.802092
2025-03-27 15:24:24.312,2.802041,2.802252
2025-03-27 15:24:24.830,2.802376,2.801788
2025-03-27 15:24:25.347,2.801922,2.802293
2025-03-27 15:24:25.865,2.801441,2.801158
2025-03-27 15:24:26.383,2.801467,2.801138
2025-03-27 15:24:26.900,2.801362,2.800684
2025-03-27 15:24:27.418,2.800774,2.801231
2025-03-27 15:24:27.936,2.801096,2.800804
2025-03-27 15:24:28.454,2.800835,2.800846
2025-03-27 15:24:28.972,2.800765,2.800182
2025-03-27 15:24:29.489,2.800482,2.799817
2025-03-27 15:24:30.007,2.799908,2.800051
2025-03-27 15:24:30.524,2.799969,2.800063
2025-03-27 15:24:31.042,2.800213,2.799818
2025-03-27 15:24:31.560,2.799481,2.799399
2025-03-27 15:24:32.078,2.799481,2.799399
2025-03-27 15:24:32.078,2.799266,2.799374
2025-03-27 15:24:32.596,2.799285,2.798781
2025-03-27 15:24:33.113,2.79958,2.799706
2025-03-27 15:24:33.631,2.799252,2.799011
2025-03-27 15:24:34.149,2.799015,2.79858
2025-03-27 15:24:34.666,2.798509,2.798548
2025-03-27 15:24:35.184,2.798416,2.7982
2025-03-27 15:24:35.702,2.798378,2.798416
2025-03-27 15:24:36.219,2.798069,2.798278
2025-03-27 15:24:36.737,2.798254,2.797998
2025-03-27 15:24:37.255,2.798274,2.797976
2025-03-27 15:24:37.773,2.797688,2.797283
2025-03-27 15:24:38.291,2.797637,2.797155
2025-03-27 15:24:38.808,2.796915,2.796828
2025-03-27 15:24:39.326,2.797317,2.796953
2025-03-27 15:24:39.845,2.796676,2.796546
2025-03-27 15:24:40.361,2.79704,2.796605
2025-03-27 15:24:40.880,2.796658,2.796839
2025-03-27 15:24:41.397,2.796679,2.796599
2025-03-27 15:24:41.915,2.796318,2.796473
2025-03-27 15:24:42.433,2.796264,2.795986
2025-03-27 15:24:42.951,2.796065,2.795912
2025-03-27 15:24:43.469,2.796071,2.795784
2025-03-27 15:24:43.986,2.79556,2.794875
2025-03-27 15:24:44.503,2.795145,2.795115
2025-03-27 15:24:45.022,2.794799,2.794907
2025-03-27 15:24:45.539,2.795,2.794697
2025-03-27 15:24:46.057,2.795061,2.794798
2025-03-27 15:24:46.575,2.795061,2.794798
2025-03-27 15:24:46.575,2.795084,2.794567
2025-03-27 15:24:47.092,2.794747,2.794687
2025-03-27 15:24:47.610,2.794434,2.794284
2025-03-27 15:24:48.128,2.794186,2.79417
2025-03-27 15:24:48.645,2.794094,2.793875
2025-03-27 15:24:49.163,2.793531,2.793534
2025-03-27 15:24:49.681,2.79352,2.793466
2025-03-27 15:24:50.199,2.793478,2.793376
2025-03-27 15:24:50.717,2.793509,2.793495
2025-03-27 15:24:51.235,2.793594,2.793065
2025-03-27 15:24:51.752,2.792649,2.792934
2025-03-27 15:24:52.269,2.792938,2.79235
2025-03-27 15:24:52.788,2.793168,2.793083
2025-03-27 15:24:53.305,2.792841,2.7927
2025-03-27 15:24:53.823,2.7922,2.792416
2025-03-27 15:24:54.340,2.792145,2.791945
2025-03-27 15:24:54.859,2.791992,2.791609
2025-03-27 15:24:55.376,2.792368,2.791571
2025-03-27 15:24:55.893,2.791545,2.791445
2025-03-27 15:24:56.411,2.791215,2.79088
2025-03-27 15:24:56.929,2.791254,2.790996
2025-03-27 15:24:57.446,2.79112,2.790748
2025-03-27 15:24:57.964,2.791,2.790647
2025-03-27 15:24:58.483,2.790564,2.790996
2025-03-27 15:24:59.000,2.790793,2.790199
2025-03-27 15:24:59.518,2.790652,2.790355
2025-03-27 15:25:00.035,2.790347,2.789964
2025-03-27 15:25:00.553,2.790143,2.790098
2025-03-27 15:25:01.070,2.790106,2.789705
2025-03-27 15:25:01.589,2.790106,2.789705
2025-03-27 15:25:01.589,2.789678,2.789111
2025-03-27 15:25:02.106,2.789735,2.789445
2025-03-27 15:25:02.624,2.790096,2.789166
2025-03-27 15:25:03.142,2.788907,2.789064
2025-03-27 15:25:03.659,2.788934,2.788345
2025-03-27 15:25:04.177,2.788564,2.788292
2025-03-27 15:25:04.695,2.788775,2.788502
2025-03-27 15:25:05.212,2.788557,2.788547
2025-03-27 15:25:05.731,2.788696,2.788224
2025-03-27 15:25:06.248,2.788442,2.788106
2025-03-27 15:25:06.766,2.78759,2.787863
2025-03-27 15:25:07.284,2.787977,2.787772
2025-03-27 15:25:07.802,2.787426,2.787464
2025-03-27 15:25:08.320,2.786678,2.78663
2025-03-27 15:25:08.837,2.78692,2.786739
2025-03-27 15:25:09.355,2.786583,2.786248
2025-03-27 15:25:09.872,2.786354,2.786152
2025-03-27 15:25:10.390,2.786632,2.78616
2025-03-27 15:25:10.908,2.786189,2.7859
2025-03-27 15:25:11.426,2.78583,2.785677
2025-03-27 15:25:11.944,2.785883,2.785746
2025-03-27 15:25:12.462,2.785667,2.785517
2025-03-27 15:25:12.979,2.785859,2.785672
2025-03-27 15:25:13.496,2.785412,2.785487
2025-03-27 15:25:14.014,2.785619,2.784922
2025-03-27 15:25:14.532,2.785029,2.784968
2025-03-27 15:25:15.050,2.784981,2.784662
2025-03-27 15:25:15.568,2.784714,2.784434
2025-03-27 15:25:16.085,2.784714,2.784434
2025-03-27 15:25:16.085,2.784858,2.784628
2025-03-27 15:25:16.603,2.784652,2.783896
2025-03-27 15:25:17.121,2.784281,2.784011
2025-03-27 15:25:17.638,2.784265,2.783674
2025-03-27 15:25:18.158,2.784028,2.783567
2025-03-27 15:25:18.674,2.783749,2.784064
2025-03-27 15:25:19.191,2.78376,2.783795
2025-03-27 15:25:19.710,2.783657,2.783229
2025-03-27 15:25:20.228,2.783589,2.783098
2025-03-27 15:25:20.745,2.783287,2.782577
2025-03-27 15:25:21.263,2.783197,2.782614
2025-03-27 15:25:21.781,2.782351,2.782199
2025-03-27 15:25:22.299,2.782652,2.782516
2025-03-27 15:25:22.816,2.782819,2.782233
2025-03-27 15:25:23.334,2.782443,2.782406
2025-03-27 15:25:23.852,2.782161,2.781705
2025-03-27 15:25:24.369,2.781965,2.781784
2025-03-27 15:25:24.888,2.781837,2.781579
2025-03-27 15:25:25.405,2.781596,2.781496
2025-03-27 15:25:25.922,2.78159,2.781075
2025-03-27 15:25:26.440,2.78113,2.780996
2025-03-27 15:25:26.958,2.781297,2.781203
2025-03-27 15:25:27.475,2.781625,2.780695
2025-03-27 15:25:27.993,2.781041,2.780636
2025-03-27 15:25:28.511,2.780558,2.780508
2025-03-27 15:25:29.029,2.780489,2.780233
2025-03-27 15:25:29.546,2.780243,2.779802
2025-03-27 15:25:30.064,2.78007,2.780056
2025-03-27 15:25:30.582,2.78007,2.780056
2025-03-27 15:25:30.582,2.779661,2.779792
2025-03-27 15:25:31.100,2.779494,2.779353
2025-03-27 15:25:31.617,2.779686,2.779043
2025-03-27 15:25:32.135,2.779057,2.778905
2025-03-27 15:25:32.653,2.779412,2.779527
2025-03-27 15:25:33.171,2.779439,2.778991
2025-03-27 15:25:33.689,2.778828,2.778764
2025-03-27 15:25:34.207,2.778571,2.778258
2025-03-27 15:25:34.724,2.778637,2.778128
2025-03-27 15:25:35.241,2.77811,2.77844
2025-03-27 15:25:35.759,2.778828,2.777814
2025-03-27 15:25:36.277,2.778501,2.778338
2025-03-27 15:25:36.795,2.777975,2.777653
2025-03-27 15:25:37.312,2.777751,2.777811
2025-03-27 15:25:37.830,2.77757,2.777296
2025-03-27 15:25:38.348,2.777385,2.777611
2025-03-27 15:25:38.865,2.777522,2.77731
2025-03-27 15:25:39.384,2.776954,2.776592
2025-03-27 15:25:39.902,2.776856,2.77647
2025-03-27 15:25:40.419,2.776433,2.776276
2025-03-27 15:25:40.936,2.7767,2.776817
2025-03-27 15:25:41.455,2.777026,2.776339
2025-03-27 15:25:41.972,2.776675,2.776404
2025-03-27 15:25:42.490,2.776761,2.775633
2025-03-27 15:25:43.008,2.776074,2.775641
2025-03-27 15:25:43.526,2.775731,2.775717
2025-03-27 15:25:44.043,2.775555,2.775568
2025-03-27 15:25:44.560,2.775346,2.775313
2025-03-27 15:25:45.078,2.775346,2.775313
2025-03-27 15:25:45.078,2.775121,2.77488
2025-03-27 15:25:45.596,2.775076,2.77509
2025-03-27 15:25:46.114,2.775145,2.774754
2025-03-27 15:25:46.632,2.774834,2.775188
2025-03-27 15:25:47.149,2.774759,2.774407
2025-03-27 15:25:47.667,2.774275,2.774213
2025-03-27 15:25:48.185,2.77432,2.774691
2025-03-27 15:25:48.704,2.774584,2.774618
2025-03-27 15:25:49.221,2.774064,2.774001
2025-03-27 15:25:49.737,2.77412,2.77399
2025-03-27 15:25:50.256,2.773957,2.77393
2025-03-27 15:25:50.773,2.773742,2.77324
2025-03-27 15:25:51.291,2.773411,2.773113
2025-03-27 15:25:51.809,2.773312,2.77334
2025-03-27 15:25:52.327,2.773232,2.773257
2025-03-27 15:25:52.844,2.773086,2.773062
2025-03-27 15:25:53.362,2.772907,2.773099
2025-03-27 15:25:53.880,2.77311,2.772484
2025-03-27 15:25:54.397,2.77257,2.77289
2025-03-27 15:25:54.915,2.772695,2.772558
2025-03-27 15:25:55.433,2.77254,2.772167
2025-03-27 15:25:55.951,2.77245,2.772103
2025-03-27 15:25:56.469,2.77217,2.771832
2025-03-27 15:25:56.986,2.771861,2.77146
2025-03-27 15:25:57.504,2.771633,2.771615
2025-03-27 15:25:58.022,2.771274,2.770981
2025-03-27 15:25:58.540,2.771607,2.771687
2025-03-27 15:25:59.058,2.772057,2.771328
2025-03-27 15:25:59.575,2.772057,2.771328
2025-03-27 15:25:59.575,2.771421,2.771116
2025-03-27 15:26:00.093,2.770826,2.77072
2025-03-27 15:26:00.611,2.770333,2.770352
2025-03-27 15:26:01.128,2.770385,2.770262
2025-03-27 15:26:01.647,2.770729,2.770416
2025-03-27 15:26:02.164,2.770376,2.769863
2025-03-27 15:26:02.682,2.770286,2.769572
2025-03-27 15:26:03.199,2.769599,2.769401
2025-03-27 15:26:03.717,2.76976,2.76964
2025-03-27 15:26:04.236,2.769664,2.769238
2025-03-27 15:26:04.753,2.7693,2.76891
2025-03-27 15:26:05.271,2.769501,2.768678
2025-03-27 15:26:05.787,2.76879,2.769086
2025-03-27 15:26:06.306,2.768682,2.768532
2025-03-27 15:26:06.823,2.768688,2.768809
2025-03-27 15:26:07.342,2.768348,2.767899
2025-03-27 15:26:07.859,2.768149,2.768117
2025-03-27 15:26:08.377,2.768176,2.767988
2025-03-27 15:26:08.894,2.768037,2.767383
2025-03-27 15:26:09.412,2.767758,2.767496
2025-03-27 15:26:09.930,2.767953,2.767736
2025-03-27 15:26:10.448,2.767928,2.76758
2025-03-27 15:26:10.965,2.767366,2.767367
2025-03-27 15:26:11.483,2.767781,2.767562
2025-03-27 15:26:12.001,2.767091,2.767095
2025-03-27 15:26:12.519,2.767141,2.766797
2025-03-27 15:26:13.036,2.766851,2.766488
2025-03-27 15:26:13.554,2.766372,2.766475
2025-03-27 15:26:14.072,2.766278,2.766398
2025-03-27 15:26:14.589,2.766278,2.766398
2025-03-27 15:26:14.589,2.766234,2.765993
2025-03-27 15:26:15.107,2.766096,2.765868
2025-03-27 15:26:15.625,2.765672,2.765089
2025-03-27 15:26:16.142,2.765562,2.765578
2025-03-27 15:26:16.662,2.76587,2.765205
2025-03-27 15:26:17.178,2.765567,2.765127
2025-03-27 15:26:17.696,2.765195,2.765268
2025-03-27 15:26:18.213,2.765537,2.765354
2025-03-27 15:26:18.732,2.76459,2.764647
2025-03-27 15:26:19.249,2.764784,2.764253
2025-03-27 15:26:19.767,2.7645,2.764496
2025-03-27 15:26:20.285,2.764181,2.764271
2025-03-27 15:26:20.802,2.764382,2.764152
2025-03-27 15:26:21.320,2.76411,2.764001
2025-03-27 15:26:21.838,2.764045,2.763601
2025-03-27 15:26:22.356,2.763605,2.763643
2025-03-27 15:26:22.873,2.763669,2.763448
2025-03-27 15:26:23.390,2.763245,2.763236
2025-03-27 15:26:23.909,2.763263,2.763238
2025-03-27 15:26:24.427,2.763133,2.763043
2025-03-27 15:26:24.944,2.762408,2.762167
2025-03-27 15:26:25.462,2.763012,2.762326
2025-03-27 15:26:25.979,2.76281,2.762145
2025-03-27 15:26:26.498,2.762317,2.762008
2025-03-27 15:26:27.015,2.76183,2.761461
2025-03-27 15:26:27.533,2.761721,2.761647
2025-03-27 15:26:28.050,2.761745,2.761545
2025-03-27 15:26:28.568,2.761484,2.761607
2025-03-27 15:26:29.085,2.761484,2.761607
2025-03-27 15:26:29.087,2.761098,2.761136
2025-03-27 15:26:29.603,2.761052,2.760804
2025-03-27 15:26:30.122,2.760937,2.761232
2025-03-27 15:26:30.639,2.761251,2.761105
2025-03-27 15:26:31.157,2.760758,2.760726
2025-03-27 15:26:31.675,2.76081,2.760353
2025-03-27 15:26:32.192,2.760491,2.760224
2025-03-27 15:26:32.711,2.760216,2.759653
2025-03-27 15:26:33.228,2.760135,2.759791
2025-03-27 15:26:33.746,2.76023,2.759543
2025-03-27 15:26:34.264,2.759617,2.759629
2025-03-27 15:26:34.782,2.759949,2.759129
2025-03-27 15:26:35.299,2.75933,2.758919
2025-03-27 15:26:35.817,2.759012,2.75864
2025-03-27 15:26:36.335,2.758755,2.758461
2025-03-27 15:26:36.852,2.758632,2.758686
2025-03-27 15:26:37.370,2.758468,2.7586
2025-03-27 15:26:37.888,2.758494,2.758269
2025-03-27 15:26:38.405,2.75824,2.758017
2025-03-27 15:26:38.922,2.758627,2.758337
2025-03-27 15:26:39.440,2.75816,2.758182
2025-03-27 15:26:39.958,2.758121,2.758057
2025-03-27 15:26:40.476,2.758348,2.757645
2025-03-27 15:26:40.993,2.757357,2.757453
2025-03-27 15:26:41.511,2.757674,2.75728
2025-03-27 15:26:42.029,2.757526,2.756914
2025-03-27 15:26:42.547,2.757357,2.756453
2025-03-27 15:26:43.065,2.75689,2.756773
2025-03-27 15:26:43.583,2.75689,2.756773
2025-03-27 15:26:43.583,2.757072,2.756714
2025-03-27 15:26:44.102,2.75637,2.756561
2025-03-27 15:26:44.618,2.756685,2.755976
2025-03-27 15:26:45.136,2.755852,2.755435
2025-03-27 15:26:45.654,2.756397,2.756206
2025-03-27 15:26:46.171,2.756167,2.755995
2025-03-27 15:26:46.688,2.755903,2.755571
2025-03-27 15:26:47.207,2.755348,2.755365
2025-03-27 15:26:47.724,2.755745,2.755269
2025-03-27 15:26:48.242,2.755063,2.75475
2025-03-27 15:26:48.760,2.755021,2.754871
2025-03-27 15:26:49.277,2.754618,2.754879
2025-03-27 15:26:49.795,2.754704,2.754704
2025-03-27 15:26:50.313,2.754749,2.754643
2025-03-27 15:26:50.831,2.754617,2.754055
2025-03-27 15:26:51.349,2.75439,2.753975
2025-03-27 15:26:51.866,2.753869,2.753923
2025-03-27 15:26:52.384,2.753761,2.753364
2025-03-27 15:26:52.901,2.753479,2.753556
2025-03-27 15:26:53.419,2.753531,2.75328
2025-03-27 15:26:53.937,2.753547,2.753234
2025-03-27 15:26:54.455,2.753354,2.753163
2025-03-27 15:26:54.973,2.753119,2.752941
2025-03-27 15:26:55.490,2.752949,2.752863
2025-03-27 15:26:56.008,2.753196,2.75277
2025-03-27 15:26:56.526,2.75269,2.752081
2025-03-27 15:26:57.043,2.752302,2.752468
2025-03-27 15:26:57.561,2.752342,2.75176
2025-03-27 15:26:58.078,2.752342,2.75176
2025-03-27 15:26:58.078,2.752378,2.751829
2025-03-27 15:26:58.597,2.751868,2.751412
2025-03-27 15:26:59.114,2.752041,2.751542
2025-03-27 15:26:59.632,2.751745,2.751372
2025-03-27 15:27:00.150,2.751549,2.751239
2025-03-27 15:27:00.668,2.751294,2.750818
